Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
Outlier,6.555184248
